ccn,hospital_name,address,teléfono,municipality,province,autonomous_community,postal_code,beds,cod_clase_de_centro,center_type,cod_dep_funcional,management_type,forma_parte_complejo,codidcom,nombre_del_complejo,alta,email
538004244,unidades clínicas y de rehabilitación de salud mental,calle domingo j manrique 2,922678000,santa cruz de tenerife,santa cruz de tenerife,canarias,38006,94,C14,hospitales de salud mental y tratamiento de toxicomanías,2,servicios e institutos de salud de las comunidades autónomas,S,380326,Complejo Hospitalario Universitario de Canarias,N,
538004230,hospital de ofra,calle santa maría soledad 28,922602000,santa cruz de tenerife,santa cruz de tenerife,canarias,38010,63,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,380012,Complejo Hospitalario Universitario Nuestra Señora de Candelaria,N,
538001932,hospital universitario nuestra señora de candelaria,carretera rosario (del) 145,922602000,santa cruz de tenerife,santa cruz de tenerife,canarias,38010,839,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,380012,Complejo Hospitalario Universitario Nuestra Señora de Candelaria,N,mgalmarn@gobiernodecanarias.org
538000118,clínica tara,calle casas altas s/n,922563351,tacoronte,santa cruz de tenerife,canarias,38399,12,C190,otros centros con internamiento,20,privados,N,0,Independent,N,
538002288,hospital insular nuestra señora de los reyes,calle calle los barriales 1,922 553 505;922553505,valverde,santa cruz de tenerife,canarias,38900,32,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,gerenciaseh.scs@gobiernodecanarias.org
639000456,hospital comarcal de laredo,avenida derechos humanos s/n,942638500;942638502,laredo,cantabria,cantabria,39770,131,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,gerent.hlrd@scsalud.es
639000455,hospital mompia,avenida de los condes s/n,942584100;942584114,santa cruz de bezana,cantabria,cantabria,39108,105,C11,hospitales generales,20,privados,N,0,Independent,N,administracion@clinicamompia.com
639000883,hospital mutua montañesa,avenida del faro - pintor eduardo sanz 19 bajo,942204100;942204111,santander,cantabria,cantabria,39012,30,C12,hospitales especializados,21,mútuas colaboradoras con la seguridad social,N,0,Independent,N,t.usle@mutuamontanesa.es
639001300,centro hospitalario padre menni,avenida cantabria 52,942390060;942391260,santander,cantabria,cantabria,39012,65,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,gerencia@mennisant.com
639000462,hospital santa clotilde,calle general dávila 35,942211678;942217711,santander,cantabria,cantabria,39006,127,C13,hospitales de media y larga estancia,20,privados,N,0,Independent,N,hstaclotilde.gerencia@sjd.es
639000197,hospital universitario marques de valdecilla,avenida valdecilla 25,942202520;942202560,santander,cantabria,cantabria,39008,923,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,dirger.humv@scsalud.es
639000989,hospital sierrallana,barrio ganzo s/n,942847400,torrelavega,cantabria,cantabria,39300,301,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,secretaria.hsll@scsalud.es
740000780,unidad de rehabilitación psiquiátrica nuestra señora de la fuencisla,carretera de la granja 7,921421800,palazuelos de eresma,segovia,castilla y león,40194,56,C14,hospitales de salud mental y tratamiento de toxicomanías,5,diputación o cabildo,N,0,Independent,N,jmartin@dipsegovia.es
740000779,hospital recoletas segovia nuestra señora de la misericordia,calle doctor velasco 21-23,921460112,segovia,segovia,castilla y león,40003,36,C11,hospitales generales,20,privados,N,0,Independent,N,direccion.medica.hrsg@gruporecoletas.com
740000778,hospital general de segovia (complejo asistencial de segovia),calle luis erik claveria neurólogo s/n s/n,921419100,segovia,segovia,castilla y león,40002,381,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,gerente.gasse@saludcastillayleon.es
141000543,hospital el tomillar,carretera alcalá-dos hermanas s/n,000000000,alcalá de guadaíra,sevilla,andalucía,41500,80,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,410303,Hospital Universitario Virgen de Valme,N,
141000556,residencia de salud mental nuestra señora del carmen,avenida rio pudio s/n,954906671,bormujos,sevilla,andalucía,41930,54,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,rescudero@trajanoxxv.com
141000555,hospital san juan de dios del aljarafe,avenida san juan de dios s/n,955050550,bormujos,sevilla,andalucía,41930,200,C11,hospitales generales,4,otros centros o establecimientos públicos de dependencia autonómica,N,0,Independent,N,
141001671,hospital vithas  sevilla,avenida placido fernández viagas s/n,954464000,castilleja de la cuesta,sevilla,andalucía,41950,148,C11,hospitales generales,20,privados,N,0,Independent,N,aljarafe@hospitales.nisa.es
141002262,hospital de alta resolución sierra norte,avenida dr. larrauri s/n,955889037,constantina,sevilla,andalucía,41450,8,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,410299,Hospital Universitario Virgen Macarena,N,
141006854,"adinfa, sociedad cooperativa andaluza",calle maría jesús 3,607271338,coria del río,sevilla,andalucía,41100,25,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,adinfa@adinfa.es
141001379,hospital san agustín,"calle prolongación doctor fleming, sector 13 s/n",955050570,dos hermanas,sevilla,andalucía,41703,93,C11,hospitales generales,20,privados,N,0,Independent,N,jfdominguez@hsanagustin.com
141006465,clínica de salud mental miguel de mañara,calle hermanos de la cruz blanca 1,954127033,dos hermanas,sevilla,andalucía,41089,18,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,direccion@samuwellness.com
141006017,hospital de alta resolución de écija,avenida doctor sánchez malo 73,955879001,écija,sevilla,andalucía,41400,2,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,410507,Hospital La Merced,N,
141006016,hospital de alta resolución de lebrija,avenida el cuervo s/n,000000000,lebrija,sevilla,andalucía,41740,22,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,410303,Hospital Universitario Virgen de Valme,N,
141000554,hospital de alta resolución de morón de la frontera,plaza san francisco s/n,954851008,morón de la frontera,sevilla,andalucía,41530,12,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,410303,Hospital Universitario Virgen de Valme,N,
141000540,hospital la merced,avenida de la constitución 2,955077200,osuna,sevilla,andalucía,41640,225,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,410507,Hospital La Merced,N,dgerencia.aso.sspa@juntadeandalucia.es
141000536,fremap hospital y centro de rehabilitación de sevilla,avenida de jerez s/n,954249102,sevilla,sevilla,andalucía,41014,102,C12,hospitales especializados,21,mútuas colaboradoras con la seguridad social,N,0,Independent,N,
141002499,hospital viamed santa ángela de la cruz,avenida de jerez 59,954032000,sevilla,sevilla,andalucía,41014,105,C11,hospitales generales,20,privados,N,0,Independent,N,gpc@viamedsantaangeladelacruz.com
141000552,hospital san juan de dios de sevilla,avenida eduardo dato 42,954933870,sevilla,sevilla,andalucía,41005,47,C11,hospitales generales,20,privados,N,0,Independent,N,sevilla2@sjd.es
141000534,hospital quironsalud sagrado corazón,calle rafael salgado 3,954937676,sevilla,sevilla,andalucía,41013,147,C11,hospitales generales,20,privados,N,0,Independent,N,
141000537,hospital fátima,glorieta de méjico 1,954613300,sevilla,sevilla,andalucía,41012,73,C11,hospitales generales,20,privados,N,0,Independent,N,info@hospitalfatima.es
141000553,clínica nuestra señora de aránzazu,calle jesús del gran poder 29,954382110,sevilla,sevilla,andalucía,41002,10,C190,otros centros con internamiento,20,privados,N,0,Independent,N,direccion@clinicaaranzazu.com
141000727,hospital quironsalud infanta luisa,calle san jacinto 87,954330100,sevilla,sevilla,andalucía,41010,139,C11,hospitales generales,20,privados,N,0,Independent,N,obdulio@infantaluisa.com
141000649,ita clinic bcn,calle vidrio 32,954633252,sevilla,sevilla,andalucía,41005,19,C190,otros centros con internamiento,20,privados,N,0,Independent,N,sevilla@centroabb.com
141000538,hospital victoria eugenia de la cruz roja española,avenida de la cruz roja 1,954352082,sevilla,sevilla,andalucía,41009,39,C11,hospitales generales,20,privados,N,0,Independent,N,subdireccion@hospitalveugenia.com
141000539,clínica santa isabel,calle luis montoto 100,954919000,sevilla,sevilla,andalucía,41018,96,C11,hospitales generales,20,privados,N,0,Independent,N,
141006243,hospital psiquiátrico penitenciario,"carretera torreblanca-mairena km. 3,5 s/n",955616666,sevilla,sevilla,andalucía,41007,184,C14,hospitales de salud mental y tratamiento de toxicomanías,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,director.sevillaps@dgip.mir.es
141000541,hospital universitario virgen de valme,avenida de bellavista s/n,955015160,sevilla,sevilla,andalucía,41014,617,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,410303,Hospital Universitario Virgen de Valme,N,hospitalvalme.sspa@juntadeandalucia.es
141006842,hospital de la  mujer,avenida manuel siurot s/n,955012720,sevilla,sevilla,andalucía,41013,221,C12,hospitales especializados,2,servicios e institutos de salud de las comunidades autónomas,S,410286,Hospital Universitario Virgen del Rocío,N,
141000551,hospital infantil,avenida manuel siurot s/n,000000000,sevilla,sevilla,andalucía,41013,134,C12,hospitales especializados,2,servicios e institutos de salud de las comunidades autónomas,S,410286,Hospital Universitario Virgen del Rocío,N,
141000550,hospital de rehabilitación y traumatología del h.u.  virgen del rocío,avenida manuel siurot s/n,000000000,sevilla,sevilla,andalucía,41013,295,C12,hospitales especializados,2,servicios e institutos de salud de las comunidades autónomas,S,410286,Hospital Universitario Virgen del Rocío,N,
141000547,hospital universitario virgen del rocío,avenida manuel siurot s/n,955013466,sevilla,sevilla,andalucía,41013,628,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,410286,Hospital Universitario Virgen del Rocío,N,direcciongerencia.hvr.sspa@juntadeandalu
141000546,hospital san  lázaro,avenida doctor fedriani s/n,955017800,sevilla,sevilla,andalucía,41009,66,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,410299,Hospital Universitario Virgen Macarena,N,
141000544,hospital universitario virgen macarena,avenida doctor fedriani 3,955008000,sevilla,sevilla,andalucía,41009,777,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,410299,Hospital Universitario Virgen Macarena,N,secretariadireccionger.hvm.sspa@...
141006864,hospital de emergencia covid 19,calle maría galiana 8,955013466,sevilla,sevilla,andalucía,41013,276,C12,hospitales especializados,2,servicios e institutos de salud de las comunidades autónomas,S,410286,Hospital Universitario Virgen del Rocío,N,
141001947,hospital de alta resolución de utrera,calle brigadas internacionales s/n,955839097,utrera,sevilla,andalucía,41710,14,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,410303,Hospital Universitario Virgen de Valme,N,secretaria.chare.utrera.sspa@juntadeanda
742001402,hospital latorre,"camino de los royales, 8 s/n",975950450,soria,soria,castilla y león,42005,29,C11,hospitales generales,20,privados,N,0,Independent,N,direccion@hospital-latorre.com
742000618,hospital virgen del mirón (complejo asistencial de soria),carretera de logroño 8,975220850,soria,soria,castilla y león,42005,91,C13,hospitales de media y larga estancia,2,servicios e institutos de salud de las comunidades autónomas,S,420040,Complejo Asistencial de Soria,N,gerente.hsor@saludcastillayleon.es
742000617,hospital santa bárbara (complejo asistencial de soria),"paseo de santa bárbara, s/n s/n",975234300,soria,soria,castilla y león,42005,232,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,420040,Complejo Asistencial de Soria,N,gerente.hsor@saludcastillayleon.es
943000772,unitat polivalent en salut mental d'amposta,calle americà 15,977338565,amposta,tarragona,cataluña,43870,127,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,fpmte@peremata.com
943000766,hospital comarcal d'amposta,calle jacint verdaguer 11,977700050,amposta,tarragona,cataluña,43870,103,C11,hospitales generales,6,municipio,N,0,Independent,N,jasaa@grupsagessa.cat
943000761,hospital comarcal mora d'ebre,calle benet messeguer s/n,977401863,móra d'ebre,tarragona,cataluña,43740,120,C11,hospitales generales,8,otras entidades u o rganismos públicos,N,0,Independent,N,dtorras@grupsgs.com
943000765,centre sociosanitari ciutat de reus,camino de tarragona 10-12,977300021,reus,tarragona,cataluña,43204,85,C13,hospitales de media y larga estancia,20,privados,N,0,Independent,N,info@stsgrup.org
943000752,"institut pere mata, s.a",carretera de l'institut pere mata s/n,977338565,reus,tarragona,cataluña,43206,727,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,ipm@peremata.com
943000750,centre mq reus,calle antoni gaudi 26,977010800,reus,tarragona,cataluña,43203,50,C11,hospitales generales,20,privados,N,0,Independent,N,dadm.cmqr@grupsgs.com
943000751,"villablanca serveis assistencials, sa",partida bellisens s/n,977391810,reus,tarragona,cataluña,43204,350,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,rodriguezm@peremata.com
943001036,hospital universitari de sant joan de reus,avenida josep laporte 2,977310300,reus,tarragona,cataluña,43204,313,C11,hospitales generales,8,otras entidades u o rganismos públicos,N,0,Independent,N,abrunet@grupsgs.com
943000775,centre sociosanitari i residencia assistida salou,avenida pau casals 4,977385403,salou,tarragona,cataluña,43840,45,C13,hospitales de media y larga estancia,20,privados,N,0,Independent,N,salouassistencial@stsgrup.org
943000764,policlínica comarcal del vendrell.,avenida santa oliva 1-13,977660140,santa oliva,tarragona,cataluña,43710,136,C13,hospitales de media y larga estancia,20,privados,N,0,Independent,N,elvendrell@policlinicacomarcal.com
943000753,clinica activa mutua 2008,calle pin i soler 12,977217900,tarragona,tarragona,cataluña,43002,22,C12,hospitales especializados,21,mútuas colaboradoras con la seguridad social,N,0,Independent,N,tcabre@activamutua.es
943000754,hospital de sant pau i santa tecla,rambla vella 14,977259900,tarragona,tarragona,cataluña,43003,186,C11,hospitales generales,20,privados,N,0,Independent,N,gloria@sv.ftecla.es
943000777,residencia santa tecla ponent,calle menorca 26,977540678,tarragona,tarragona,cataluña,43006,70,C13,hospitales de media y larga estancia,20,privados,N,0,Independent,N,megarcia@xarxatecla.cat
943000769,centre sociosanitari llevant,calle joan fuster ortells s/n,977239412,tarragona,tarragona,cataluña,43007,60,C13,hospitales de media y larga estancia,20,privados,N,0,Independent,N,jmadsera@sv.ftecla.es
943000757,hospital viamed monegal,calle lopez peláez 15-17,977225012,tarragona,tarragona,cataluña,43002,53,C11,hospitales generales,20,privados,N,0,Independent,N,cecilia.gras@viamedmonegal.com
943000756,hospital sociosanitari francoli,calle joan pau ii 2,977232714,tarragona,tarragona,cataluña,43005,156,C13,hospitales de media y larga estancia,8,otras entidades u o rganismos públicos,N,0,Independent,N,gipss@gencat.cat
943000755,hospital universitari joan xxiii de tarragona,calle doctor mallafre guasch 4,977295800,tarragona,tarragona,cataluña,43005,372,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,rramon@hjxxiii.scs.es / hospital@hj23.es
943000758,hospital de la santa creu,paseo mossèn valls bartomeu 1,977500533,tortosa,tarragona,cataluña,43590,250,C13,hospitales de media y larga estancia,6,municipio,N,0,Independent,N,lopd@grupsagessa.com
943000759,clinica terres de l'ebre,plaza joaquim bau 6-8,977588200,tortosa,tarragona,cataluña,43500,40,C11,hospitales generales,6,municipio,N,0,Independent,N,clinicatortosa@grupsagessa.cat
943000760,hospital de tortosa verge de la cinta,calle esplanetes 44,977519100,tortosa,tarragona,cataluña,43500,248,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,htvc@tinet.fut.es
943000763,residencia alt camp,camino del bosc s/n,977600292,valls,tarragona,cataluña,43800,50,C13,hospitales de media y larga estancia,20,privados,N,0,Independent,N,residenciaaltcamp@piushospital.cat
943000762,pius hospital de valls,plaza sant francesc s/n,977613000,valls,tarragona,cataluña,43800,142,C11,hospitales generales,20,privados,N,0,Independent,N,mclofent@piushospital.org
943000771,hospital del vendrell,carretera n-340 1193,977257900,"vendrell, el",tarragona,cataluña,43700,120,C11,hospitales generales,20,privados,N,0,Independent,N,marenas@xarxatecla.cat
943000770,residencia vila-seca,calle requet de felix 35,977395825,vila-seca,tarragona,cataluña,43480,35,C13,hospitales de media y larga estancia,20,privados,N,0,Independent,N,mutuam@mutuam.com
244000001,hospital de alcañiz,calle doctor repolles 2,978830100,alcañiz,teruel,aragón,44600,145,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,cdg.halcanniz@salud.aragon.es
244000003,hospital de san josé,avenida zaragoza 16,978654070,teruel,teruel,aragón,44001,50,C13,hospitales de media y larga estancia,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
244000004,centro de rehabilitación psicosocial san juan de dios,avenida zaragoza 10-14,978654040,teruel,teruel,aragón,44001,150,C14,hospitales de salud mental y tratamiento de toxicomanías,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,hpsiquiteruel@aragon.es
244000002,hospital obispo polanco,avenida ruiz jarabo s/n,978654000,teruel,teruel,aragón,44002,211,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
845000006,hospital parque marazuela,avenida de extremadura 5,925815281,talavera de la reina,toledo,castilla-la mancha,45600,15,C11,hospitales generales,20,privados,N,0,Independent,N,puceda@clinicamarazuela.com
845000810,hospital general nuestra señora del prado,carretera madrid km 114,925803600,talavera de la reina,toledo,castilla-la mancha,45600,312,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
845000713,hospital san josé solimat,calle san pedro el verde 35,925215267,toledo,toledo,castilla-la mancha,45004,10,C11,hospitales generales,21,mútuas colaboradoras con la seguridad social,N,0,Independent,N,
845000584,hospital quironsalud toledo,calle urbanización tres culturas s/n,925266100,toledo,toledo,castilla-la mancha,45005,78,C11,hospitales generales,20,privados,N,0,Independent,N,josecarlos.mellado@quironsalud.es
845000027,centro de tratamiento de drogodependientes el alba,"carretera puebla de montalbán km. 3,6",925216154,toledo,toledo,castilla-la mancha,45071,30,C14,hospitales de salud mental y tratamiento de toxicomanías,4,otros centros o establecimientos públicos de dependencia autonómica,N,0,Independent,N,
845000812,hospital nacional de parapléjicos,calle finca de la peraleda s/n,925247700,toledo,toledo,castilla-la mancha,45071,210,C12,hospitales especializados,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,gerencia.hnp@sescam.jccm.es
845000704,hospital geriátrico virgen del valle,carretera cobisa s/n,925269300,toledo,toledo,castilla-la mancha,45004,155,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,450155,Complejo Hospitalario de Toledo,N,
845000003,hospital provincial ntra. sra. de la misericordia,calle san servando s/n,925259350,toledo,toledo,castilla-la mancha,45006,40,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,450155,Complejo Hospitalario de Toledo,N,enavasa@sescam.jccm.es
845002598,hospital universitario de toledo (hut),avenida rio guadiana s/n,925269200,toledo,toledo,castilla-la mancha,45007,861,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,S,450155,Complejo Hospitalario de Toledo,N,
1046000423,hospital universitario de la ribera,carretera corbera 1,962458100;962458234,alzira,valencia,comunidad valenciana,46600,364,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,benavent_mpi@gva.es
1046000629,hospital psiquiatrico provincial,carretera burjassot - torres torres km 9,961699080;963882649,bétera,valencia,comunidad valenciana,46117,30,C14,hospitales de salud mental y tratamiento de toxicomanías,5,diputación o cabildo,N,0,Independent,N,gabinetebs@dival.es
1046008287,imed valencia,calle ferrocarril 57,963003003;966878783,burjassot,valencia,comunidad valenciana,46100,207,C11,hospitales generales,20,privados,N,0,Independent,N,valencia@imedhospitales.com
1046000388,hospital nisa aguas vivas,"urbanizacion vall d'aigües vives, de la s/n",962588800;962588933,carcaixent,valencia,comunidad valenciana,46740,96,C11,hospitales generales,20,privados,N,0,Independent,N,yherrero@vithas.es
1046000390,hospital imed gandia,calle daimús 26,962874740,gandia,valencia,comunidad valenciana,46701,23,C11,hospitales generales,20,privados,N,0,Independent,N,psanchez@cmgandia.com
1046000268,hospital francesc de borja de gandia,avenida medicina (de la) 6,962849500,gandia,valencia,comunidad valenciana,46702,285,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,gerencia_gandia@gva.es
1046000278,ita godella,avenida joan peset 31,639634017;963638036,godella,valencia,comunidad valenciana,46110,76,C14,hospitales de salud mental y tratamiento de toxicomanías,20,privados,N,0,Independent,N,info@clinicasanonofre.com
1046006312,hospital de lliria,paraje cabeço de l'aguila cv-35 s/n,962718800,llíria,valencia,comunidad valenciana,46160,92,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,direccion_hlliria@gva.es
1046000667,hospital de manises,avenida generalitat valenciana 50,961845000;961845065,manises,valencia,comunidad valenciana,46940,354,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,direcciongerencia@hospitaldemanises.es
1046000270,hospital de cronicos de mislata (antiguo hospital militar de valencia),calle dolores ibarruri 1,963874693,mislata,valencia,comunidad valenciana,46920,38,C13,hospitales de media y larga estancia,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,direcciongerencia@hospitalmanises.es
1046000577,hospital general de ontinyent,avenida de francisco cerdà 3,962989200,ontinyent,valencia,comunidad valenciana,46870,56,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,udca_hont@gva.es
1046000290,hospital general de requena,calle casablanca s/n,962339180;962339181,requena,valencia,comunidad valenciana,46340,113,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,quiles_lea@gva.es
1046000383,hospital de sagunto,calle ramon y cajal 46,962339300;962339308,sagunto/sagunt,valencia,comunidad valenciana,46520,252,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,dpsagunto_gerencia@gva.es
1046000414,hospital intermutual de levante,"carretera ctra. valencia-ademuz km 11,700",961350250;961350490,san antonio de benagéber,valencia,comunidad valenciana,46184,230,C12,hospitales especializados,21,mútuas colaboradoras con la seguridad social,N,0,Independent,N,gestelles@hilevante.com
1046000556,hospital doctor moliner,calle porta coeli s/n,961687900;961687912,serra,valencia,comunidad valenciana,46118,365,C13,hospitales de media y larga estancia,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,secretaria_hmoliner@gva.es
1046000319,fundacion instituto valenciano de oncologia,calle profesor beltran baguena 8,961114000;961114099,valència,valencia,comunidad valenciana,46009,117,C12,hospitales especializados,22,organizaciones no gubernamentales,N,0,Independent,N,direccion@fivo.org
1046000421,hospital quironsalud valencia,avenida blasco ibáñez 14,963690600,valència,valencia,comunidad valenciana,46010,88,C11,hospitales generales,20,privados,N,0,Independent,N,info.valencia@quironsalud.es
1046009364,clinica imske,calle suiza s/n,646521270;963690000,valència,valencia,comunidad valenciana,46024,18,C12,hospitales especializados,20,privados,N,0,Independent,N,isabel.munoz@imske.com
1046000344,hospital vithas valencia consuelo,calle callosa d'en sarrià 12,963177800,valència,valencia,comunidad valenciana,46007,156,C11,hospitales generales,20,privados,N,0,Independent,N,cvconsuelo@hospitales.nisa.es
1046000568,hospital catolico casa de salud,calle doctor manuel candela 41,963897700;963897716,valència,valencia,comunidad valenciana,46021,192,C11,hospitales generales,20,privados,N,0,Independent,N,casadesalud@casadesalud.es
1046000096,hospital 9 de octubre,calle valle de la ballestera 59,963179100;963179200,valència,valencia,comunidad valenciana,46015,300,C11,hospitales generales,20,privados,N,0,Independent,N,pedro.gil@vithas.es
1046000057,consorcio hospital general universitario de valencia,avenida tres cruces 2,963131800,valència,valencia,comunidad valenciana,46014,546,C11,hospitales generales,4,otros centros o establecimientos públicos de dependencia autonómica,N,0,Independent,N,gerencia_d9_hgv@gva.es
1046000361,hospital de la malva-rosa,calle isabel de villena 2,961925400;961925431,valència,valencia,comunidad valenciana,46011,33,C190,otros centros con internamiento,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,dirmedica_hmr@gva.es
1046000576,hospital pare jofre,calle san lázaro s/n,961925200,valència,valencia,comunidad valenciana,46017,125,C13,hospitales de media y larga estancia,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,secretariadireccion_hpj@gva.es
1046000325,hospital universitario dr. peset aleixandre,avenida gaspar aguilar 90,961622300,valència,valencia,comunidad valenciana,46017,539,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,
1046000362,hospital universitario y politecnico la fe,avenida fernando abril martorell 106,961244000;961244226,valència,valencia,comunidad valenciana,46026,1000,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,gerencia_lafe@gva.es
1046000342,hospital clinico universitario de valencia,avenida blasco ibáñez 17,961973500;961973691,valència,valencia,comunidad valenciana,46010,582,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,dirgerencia_hcv@gva.es
1046009450,centro habilitado ernest lluch,avenida campanar 66,961244226,valència,valencia,comunidad valenciana,46015,165,C190,otros centros con internamiento,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,gerencia_lafe@gva.es
1046000651,hospital arnau de vilanova,calle sant clement 12,961976000;961976010,valència,valencia,comunidad valenciana,46015,282,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,arnaulliria_dir@gva.es
1046000353,hospital lluis alcanyis de xativa,carretera xàtiva-silla km. 2,962289300;962289340,xàtiva,valencia,comunidad valenciana,46800,273,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,secredir_dsxo@gva.es
747001314,hospital medina del campo,calle peñaranda de bracamonte 24,983838000,medina del campo,valladolid,castilla y león,47400,119,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,gerente.hmdc@saludcastillayleon.es
747001322,centro hospitalario benito menni,paseo juan carlos i 10,983272600,valladolid,valladolid,castilla y león,47008,240,C13,hospitales de media y larga estancia,22,organizaciones no gubernamentales,N,0,Independent,N,chbm.valladolid@hospitalarias.es
747001317,sanatorio sagrado corazón,calle fidel recio 1,983299000,valladolid,valladolid,castilla y león,47002,75,C11,hospitales generales,22,organizaciones no gubernamentales,N,0,Independent,N,gerente@sscvalladolid.com
747001315,hospital recoletas campo grande,plaza de colon sn s/n,983135555,valladolid,valladolid,castilla y león,47007,99,C11,hospitales generales,20,privados,N,0,Independent,N,coordinacion.medica.hcg@gruporecoletas.com
747001316,hospital de valladolid felipe ío,calle felipe ío 9,983358000,valladolid,valladolid,castilla y león,47003,79,C11,hospitales generales,20,privados,N,0,Independent,N,atepac.gmp.hva@gruporecoletas.com
747004211,hospital casaverde valladolid,calle universo c.v. a c astrofísico carlos sánchez magro s/n,0,valladolid,valladolid,castilla y león,47011,99,C12,hospitales especializados,20,privados,N,0,Independent,S,
747001312,hospital clínico universitario de valladolid,avenida ramón y cajal 3,983420000,valladolid,valladolid,castilla y león,47003,777,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,gerente.hcuv@saludcastillayleon.es
747001319,hospital universitario rio hortega,calle dulzaina 2,983420400,valladolid,valladolid,castilla y león,47012,596,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,gerente.hurh@saludcastillayleon.es
1648000013,hospital universitario cruces,plaza cruces 11,946006000,barakaldo,vizcaya,país vasco,48903,981,C11,hospitales generales,3,otros centros o establecimientos públicos de dependencia estatal,N,0,Independent,N,gerencia.cruces@osakidetza.eus
1648000014,hospital san eloy,avenida avda. antonio miranda 5,944006733,barakaldo,vizcaya,país vasco,48902,128,C11,hospitales generales,2,servicios e institutos de salud de las comunidades autónomas,N,0,Independent,N,g31265.direccionsaneloy@osakidetza.net
