ccn,hospital_name,address,phone,municipality,province,autonomous_community,postcode,beds,cod_clase_de_centro,center_type,cod_dep_funcional,management_type,forma_parte_complejo,codidcom,nombre_del_complejo,alta,email
538002381,Hospital del Norte,Calle Gaviotas (Las) 22,922 678 061;922678061,Icod de los Vinos,Santa Cruz De Tenerife,Canarias,38437,51,C13,Hospitales de media y larga estancia,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,380326,Complejo Hospitalario Universitario de Canarias,N,dirgerhuc.scs@gobiernodecanarias.org
538000115,Hospital Quironsalud Vida,Calle Magnolias 2,922330550,"Orotava, La",Santa Cruz De Tenerife,Canarias,38312,24,C11,Hospitales Generales,20,Privados,N,0,Independent,N,clinicasvida@clinicasvida.es
538000126,Hospital Universitario Hospiten Bellevue,Calle Alemania 4,922368822;922383551,Puerto de la Cruz,Santa Cruz De Tenerife,Canarias,38400,199,C11,Hospitales Generales,20,Privados,N,0,Independent,N,bellevue@hospiten.es
538001821,Hospital Universitario de Canarias,Carretera Cuesta Taco S/N,922678000,San Cristóbal de La Laguna,Santa Cruz De Tenerife,Canarias,38320,681,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,380326,Complejo Hospitalario Universitario de Canarias,N,dirgerhuc.scs@gobiernodecanarias.org
538002289,Hospital Nuestra Señora de Guadalupe,Calle Langrero S/N,922140219,San Sebastián de la Gomera,Santa Cruz De Tenerife,Canarias,38800,40,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,gersangom.scs@gobiernodecanarias.org
538001244,Hospital San Juan de Dios Tenerife,Carretera Santa Cruz Laguna 53,922645511,Santa Cruz de Tenerife,Santa Cruz De Tenerife,Canarias,38009,135,C11,Hospitales Generales,22,Organizaciones No Gubernamentales,N,0,Independent,N,tenerife.admision@sjd.es
538000116,Hospital Parque,Calle Méndez Núñez 40-44,922274400,Santa Cruz de Tenerife,Santa Cruz De Tenerife,Canarias,38003,67,C11,Hospitales Generales,20,Privados,N,0,Independent,N,gerente@parquehospitales.es
538000130,Vithas Hospital Santa Cruz,Calle Enrique Wolfson 8,922534733,Santa Cruz de Tenerife,Santa Cruz De Tenerife,Canarias,38006,62,C11,Hospitales Generales,20,Privados,N,0,Independent,N,infotenerife@vithas.es
538000373,Hospital Universitario Hospiten Rambla,Rambla Santa Cruz 115,922291600,Santa Cruz de Tenerife,Santa Cruz De Tenerife,Canarias,38001,97,C11,Hospitales Generales,20,Privados,N,0,Independent,N,rambla@hospiten.com
538000536,Hospital Quirón Salud Tenerife,Calle Poeta Rodríguez Herrera 1,922270700,Santa Cruz de Tenerife,Santa Cruz De Tenerife,Canarias,38006,187,C11,Hospitales Generales,20,Privados,N,0,Independent,N,info.tenerife@quironsalud.es
538004244,Unidades Clínicas y de Rehabilitación de Salud Mental,Calle Domingo J Manrique 2,922678000,Santa Cruz de Tenerife,Santa Cruz De Tenerife,Canarias,38006,94,C14,Hospitales de salud mental y tratamiento de toxicomanías,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,380326,Complejo Hospitalario Universitario de Canarias,N,Not Available
538004230,Hospital de Ofra,Calle Santa María Soledad 28,922602000,Santa Cruz de Tenerife,Santa Cruz De Tenerife,Canarias,38010,63,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,380012,Complejo Hospitalario Universitario Nuestra Señora de Candelaria,N,Not Available
538001932,Hospital Universitario Nuestra Señora de Candelaria,Carretera Rosario (Del) 145,922602000,Santa Cruz de Tenerife,Santa Cruz De Tenerife,Canarias,38010,839,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,380012,Complejo Hospitalario Universitario Nuestra Señora de Candelaria,N,mgalmarn@gobiernodecanarias.org
538000118,Clínica Tara,Calle Casas Altas S/N,922563351,Tacoronte,Santa Cruz De Tenerife,Canarias,38399,12,C190,Otros Centros con Internamiento,20,Privados,N,0,Independent,N,Not Available
538002288,Hospital Insular Nuestra Señora de Los Reyes,Calle Calle Los Barriales 1,922 553 505;922553505,Valverde,Santa Cruz De Tenerife,Canarias,38900,32,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,gerenciaseh.scs@gobiernodecanarias.org
639000456,Hospital Comarcal de Laredo,Avenida Derechos Humanos S/N,942638500;942638502,Laredo,Cantabria,Cantabria,39770,131,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,gerent.hlrd@scsalud.es
639000455,Hospital Mompia,Avenida De Los Condes S/N,942584100;942584114,Santa Cruz de Bezana,Cantabria,Cantabria,39108,105,C11,Hospitales Generales,20,Privados,N,0,Independent,N,administracion@clinicamompia.com
639000883,Hospital Mutua Montañesa,Avenida Del Faro - Pintor Eduardo Sanz 19 BAJO,942204100;942204111,Santander,Cantabria,Cantabria,39012,30,C12,Hospitales especializados,21,Mútuas Colaboradoras con La Seguridad Social,N,0,Independent,N,t.usle@mutuamontanesa.es
639001300,Centro Hospitalario Padre Menni,Avenida Cantabria 52,942390060;942391260,Santander,Cantabria,Cantabria,39012,65,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,gerencia@mennisant.com
639000462,Hospital Santa Clotilde,Calle General Dávila 35,942211678;942217711,Santander,Cantabria,Cantabria,39006,127,C13,Hospitales de media y larga estancia,20,Privados,N,0,Independent,N,hstaclotilde.gerencia@sjd.es
639000197,Hospital Universitario Marques de Valdecilla,Avenida Valdecilla 25,942202520;942202560,Santander,Cantabria,Cantabria,39008,923,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,dirger.humv@scsalud.es
639000989,Hospital Sierrallana,Barrio Ganzo S/N,942847400,Torrelavega,Cantabria,Cantabria,39300,301,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,secretaria.hsll@scsalud.es
740000780,Unidad de Rehabilitación Psiquiátrica Nuestra Señora de La Fuencisla,Carretera De La Granja 7,921421800,Palazuelos de Eresma,Segovia,Castilla y León,40194,56,C14,Hospitales de salud mental y tratamiento de toxicomanías,5,Diputación o Cabildo,N,0,Independent,N,jmartin@dipsegovia.es
740000779,Hospital Recoletas Segovia Nuestra Señora de La Misericordia,Calle Doctor Velasco 21-23,921460112,Segovia,Segovia,Castilla y León,40003,36,C11,Hospitales Generales,20,Privados,N,0,Independent,N,direccion.medica.hrsg@gruporecoletas.com
740000778,Hospital General de Segovia (Complejo Asistencial de Segovia),Calle Luis Erik Claveria Neurólogo S/N S/N,921419100,Segovia,Segovia,Castilla y León,40002,381,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,gerente.gasse@saludcastillayleon.es
141000543,Hospital El Tomillar,Carretera Alcalá-Dos Hermanas S/N,000000000,Alcalá de Guadaíra,Sevilla,Andalucía,41500,80,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410303,Hospital Universitario Virgen de Valme,N,Not Available
141000556,Residencia de Salud Mental Nuestra Señora del Carmen,Avenida Rio Pudio S/N,954906671,Bormujos,Sevilla,Andalucía,41930,54,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,rescudero@trajanoxxv.com
141000555,Hospital San Juan de Dios del Aljarafe,Avenida San Juan de Dios S/N,955050550,Bormujos,Sevilla,Andalucía,41930,200,C11,Hospitales Generales,4,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,N,0,Independent,N,Not Available
141001671,Hospital Vithas  Sevilla,Avenida Placido Fernández Viagas S/N,954464000,Castilleja de la Cuesta,Sevilla,Andalucía,41950,148,C11,Hospitales Generales,20,Privados,N,0,Independent,N,aljarafe@hospitales.nisa.es
141002262,Hospital de Alta Resolución Sierra Norte,Avenida Dr. Larrauri S/N,955889037,Constantina,Sevilla,Andalucía,41450,8,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410299,Hospital Universitario Virgen Macarena,N,Not Available
141006854,"Adinfa, Sociedad Cooperativa Andaluza",Calle María Jesús 3,607271338,Coria del Río,Sevilla,Andalucía,41100,25,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,adinfa@adinfa.es
141001379,Hospital San Agustín,"Calle Prolongación Doctor Fleming, Sector 13 S/N",955050570,Dos Hermanas,Sevilla,Andalucía,41703,93,C11,Hospitales Generales,20,Privados,N,0,Independent,N,jfdominguez@hsanagustin.com
141006465,Clínica de Salud Mental Miguel de Mañara,Calle Hermanos de La Cruz Blanca 1,954127033,Dos Hermanas,Sevilla,Andalucía,41089,18,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,direccion@samuwellness.com
141006017,Hospital de Alta Resolución de Écija,Avenida Doctor Sánchez Malo 73,955879001,Écija,Sevilla,Andalucía,41400,2,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410507,Hospital La Merced,N,Not Available
141006016,Hospital de Alta Resolución de Lebrija,Avenida El Cuervo S/N,000000000,Lebrija,Sevilla,Andalucía,41740,22,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410303,Hospital Universitario Virgen de Valme,N,Not Available
141000554,Hospital de Alta Resolución de Morón de La Frontera,Plaza San Francisco S/N,954851008,Morón de la Frontera,Sevilla,Andalucía,41530,12,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410303,Hospital Universitario Virgen de Valme,N,Not Available
141000540,Hospital La Merced,Avenida De La Constitución 2,955077200,Osuna,Sevilla,Andalucía,41640,225,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410507,Hospital La Merced,N,dgerencia.aso.sspa@juntadeandalucia.es
141000536,Fremap Hospital y Centro de Rehabilitación de Sevilla,Avenida De Jerez S/N,954249102,Sevilla,Sevilla,Andalucía,41014,102,C12,Hospitales especializados,21,Mútuas Colaboradoras con La Seguridad Social,N,0,Independent,N,Not Available
141002499,Hospital Viamed Santa Ángela de La Cruz,Avenida De Jerez 59,954032000,Sevilla,Sevilla,Andalucía,41014,105,C11,Hospitales Generales,20,Privados,N,0,Independent,N,gpc@viamedsantaangeladelacruz.com
141000552,Hospital San Juan de Dios de Sevilla,Avenida Eduardo Dato 42,954933870,Sevilla,Sevilla,Andalucía,41005,47,C11,Hospitales Generales,20,Privados,N,0,Independent,N,sevilla2@sjd.es
141000534,Hospital Quironsalud Sagrado Corazón,Calle Rafael Salgado 3,954937676,Sevilla,Sevilla,Andalucía,41013,147,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
141000537,Hospital Fátima,Glorieta De Méjico 1,954613300,Sevilla,Sevilla,Andalucía,41012,73,C11,Hospitales Generales,20,Privados,N,0,Independent,N,info@hospitalfatima.es
141000553,Clínica Nuestra Señora de Aránzazu,Calle Jesús del Gran Poder 29,954382110,Sevilla,Sevilla,Andalucía,41002,10,C190,Otros Centros con Internamiento,20,Privados,N,0,Independent,N,direccion@clinicaaranzazu.com
141000727,Hospital Quironsalud Infanta Luisa,Calle San Jacinto 87,954330100,Sevilla,Sevilla,Andalucía,41010,139,C11,Hospitales Generales,20,Privados,N,0,Independent,N,obdulio@infantaluisa.com
141000649,Ita Clinic Bcn,Calle Vidrio 32,954633252,Sevilla,Sevilla,Andalucía,41005,19,C190,Otros Centros con Internamiento,20,Privados,N,0,Independent,N,sevilla@centroabb.com
141000538,Hospital Victoria Eugenia de La Cruz Roja Española,Avenida De La Cruz Roja 1,954352082,Sevilla,Sevilla,Andalucía,41009,39,C11,Hospitales Generales,20,Privados,N,0,Independent,N,subdireccion@hospitalveugenia.com
141000539,Clínica Santa Isabel,Calle Luis Montoto 100,954919000,Sevilla,Sevilla,Andalucía,41018,96,C11,Hospitales Generales,20,Privados,N,0,Independent,N,Not Available
141006243,Hospital Psiquiátrico Penitenciario,"Carretera Torreblanca-Mairena Km. 3,5 S/N",955616666,Sevilla,Sevilla,Andalucía,41007,184,C14,Hospitales de salud mental y tratamiento de toxicomanías,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,director.sevillaps@dgip.mir.es
141000541,Hospital Universitario Virgen de Valme,Avenida De Bellavista S/N,955015160,Sevilla,Sevilla,Andalucía,41014,617,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410303,Hospital Universitario Virgen de Valme,N,hospitalvalme.sspa@juntadeandalucia.es
141006842,Hospital de La  Mujer,Avenida Manuel Siurot S/N,955012720,Sevilla,Sevilla,Andalucía,41013,221,C12,Hospitales especializados,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410286,Hospital Universitario Virgen del Rocío,N,Not Available
141000551,Hospital Infantil,Avenida Manuel Siurot S/N,000000000,Sevilla,Sevilla,Andalucía,41013,134,C12,Hospitales especializados,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410286,Hospital Universitario Virgen del Rocío,N,Not Available
141000550,Hospital de Rehabilitación y Traumatología del H.U.  Virgen del Rocío,Avenida Manuel Siurot S/N,000000000,Sevilla,Sevilla,Andalucía,41013,295,C12,Hospitales especializados,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410286,Hospital Universitario Virgen del Rocío,N,Not Available
141000547,Hospital Universitario Virgen del Rocío,Avenida Manuel Siurot S/N,955013466,Sevilla,Sevilla,Andalucía,41013,628,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410286,Hospital Universitario Virgen del Rocío,N,direcciongerencia.hvr.sspa@juntadeandalu
141000546,Hospital San  Lázaro,Avenida Doctor Fedriani S/N,955017800,Sevilla,Sevilla,Andalucía,41009,66,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410299,Hospital Universitario Virgen Macarena,N,Not Available
141000544,Hospital Universitario Virgen Macarena,Avenida Doctor Fedriani 3,955008000,Sevilla,Sevilla,Andalucía,41009,777,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410299,Hospital Universitario Virgen Macarena,N,secretariadireccionger.hvm.sspa@...
141006864,Hospital de Emergencia Covid 19,Calle María Galiana 8,955013466,Sevilla,Sevilla,Andalucía,41013,276,C12,Hospitales especializados,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410286,Hospital Universitario Virgen del Rocío,N,Not Available
141001947,Hospital de Alta Resolución de Utrera,Calle Brigadas Internacionales S/N,955839097,Utrera,Sevilla,Andalucía,41710,14,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410303,Hospital Universitario Virgen de Valme,N,secretaria.chare.utrera.sspa@juntadeanda
742001402,Hospital Latorre,"Camino De Los Royales, 8 S/N",975950450,Soria,Soria,Castilla y León,42005,29,C11,Hospitales Generales,20,Privados,N,0,Independent,N,direccion@hospital-latorre.com
742000618,Hospital Virgen del Mirón (Complejo Asistencial de Soria),Carretera De Logroño 8,975220850,Soria,Soria,Castilla y León,42005,91,C13,Hospitales de media y larga estancia,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,420040,Complejo Asistencial de Soria,N,gerente.hsor@saludcastillayleon.es
742000617,Hospital Santa Bárbara (Complejo Asistencial de Soria),"Paseo De Santa Bárbara, S/N S/N",975234300,Soria,Soria,Castilla y León,42005,232,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,420040,Complejo Asistencial de Soria,N,gerente.hsor@saludcastillayleon.es
943000772,Unitat Polivalent En Salut Mental D'Amposta,Calle Americà 15,977338565,Amposta,Tarragona,Cataluña,43870,127,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,fpmte@peremata.com
943000766,Hospital Comarcal D'Amposta,Calle Jacint Verdaguer 11,977700050,Amposta,Tarragona,Cataluña,43870,103,C11,Hospitales Generales,6,Municipio,N,0,Independent,N,jasaa@grupsagessa.cat
943000761,Hospital Comarcal Mora D'Ebre,Calle Benet Messeguer S/N,977401863,Móra d'Ebre,Tarragona,Cataluña,43740,120,C11,Hospitales Generales,8,Otras Entidades u o rganismos Públicos,N,0,Independent,N,dtorras@grupsgs.com
943000765,Centre Sociosanitari Ciutat de Reus,Camino De Tarragona 10-12,977300021,Reus,Tarragona,Cataluña,43204,85,C13,Hospitales de media y larga estancia,20,Privados,N,0,Independent,N,info@stsgrup.org
943000752,"Institut Pere Mata, S.A",Carretera De L'Institut Pere Mata S/N,977338565,Reus,Tarragona,Cataluña,43206,727,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,ipm@peremata.com
943000750,Centre Mq Reus,Calle Antoni Gaudi 26,977010800,Reus,Tarragona,Cataluña,43203,50,C11,Hospitales Generales,20,Privados,N,0,Independent,N,dadm.cmqr@grupsgs.com
943000751,"Villablanca Serveis Assistencials, Sa",Partida Bellisens S/N,977391810,Reus,Tarragona,Cataluña,43204,350,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,rodriguezm@peremata.com
943001036,Hospital Universitari de Sant Joan de Reus,Avenida Josep Laporte 2,977310300,Reus,Tarragona,Cataluña,43204,313,C11,Hospitales Generales,8,Otras Entidades u o rganismos Públicos,N,0,Independent,N,abrunet@grupsgs.com
943000775,Centre Sociosanitari I Residencia Assistida Salou,Avenida Pau Casals 4,977385403,Salou,Tarragona,Cataluña,43840,45,C13,Hospitales de media y larga estancia,20,Privados,N,0,Independent,N,salouassistencial@stsgrup.org
943000764,Policlínica Comarcal del Vendrell.,Avenida Santa Oliva 1-13,977660140,Santa Oliva,Tarragona,Cataluña,43710,136,C13,Hospitales de media y larga estancia,20,Privados,N,0,Independent,N,elvendrell@policlinicacomarcal.com
943000753,Clinica Activa Mutua 2008,Calle Pin I Soler 12,977217900,Tarragona,Tarragona,Cataluña,43002,22,C12,Hospitales especializados,21,Mútuas Colaboradoras con La Seguridad Social,N,0,Independent,N,tcabre@activamutua.es
943000754,Hospital de Sant Pau I Santa Tecla,Rambla Vella 14,977259900,Tarragona,Tarragona,Cataluña,43003,186,C11,Hospitales Generales,20,Privados,N,0,Independent,N,gloria@sv.ftecla.es
943000777,Residencia Santa Tecla Ponent,Calle Menorca 26,977540678,Tarragona,Tarragona,Cataluña,43006,70,C13,Hospitales de media y larga estancia,20,Privados,N,0,Independent,N,megarcia@xarxatecla.cat
943000769,Centre Sociosanitari Llevant,Calle Joan Fuster Ortells S/N,977239412,Tarragona,Tarragona,Cataluña,43007,60,C13,Hospitales de media y larga estancia,20,Privados,N,0,Independent,N,jmadsera@sv.ftecla.es
943000757,Hospital Viamed Monegal,Calle Lopez Peláez 15-17,977225012,Tarragona,Tarragona,Cataluña,43002,53,C11,Hospitales Generales,20,Privados,N,0,Independent,N,cecilia.gras@viamedmonegal.com
943000756,Hospital Sociosanitari Francoli,Calle Joan Pau II 2,977232714,Tarragona,Tarragona,Cataluña,43005,156,C13,Hospitales de media y larga estancia,8,Otras Entidades u o rganismos Públicos,N,0,Independent,N,gipss@gencat.cat
943000755,Hospital Universitari Joan XXIII de Tarragona,Calle Doctor Mallafre Guasch 4,977295800,Tarragona,Tarragona,Cataluña,43005,372,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,rramon@hjxxiii.scs.es / hospital@hj23.es
943000758,Hospital de La Santa Creu,Paseo Mossèn Valls Bartomeu 1,977500533,Tortosa,Tarragona,Cataluña,43590,250,C13,Hospitales de media y larga estancia,6,Municipio,N,0,Independent,N,lopd@grupsagessa.com
943000759,Clinica Terres de L'Ebre,Plaza Joaquim Bau 6-8,977588200,Tortosa,Tarragona,Cataluña,43500,40,C11,Hospitales Generales,6,Municipio,N,0,Independent,N,clinicatortosa@grupsagessa.cat
943000760,Hospital de Tortosa Verge de La Cinta,Calle Esplanetes 44,977519100,Tortosa,Tarragona,Cataluña,43500,248,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,htvc@tinet.fut.es
943000763,Residencia Alt Camp,Camino Del Bosc S/N,977600292,Valls,Tarragona,Cataluña,43800,50,C13,Hospitales de media y larga estancia,20,Privados,N,0,Independent,N,residenciaaltcamp@piushospital.cat
943000762,Pius Hospital de Valls,Plaza Sant Francesc S/N,977613000,Valls,Tarragona,Cataluña,43800,142,C11,Hospitales Generales,20,Privados,N,0,Independent,N,mclofent@piushospital.org
943000771,Hospital del Vendrell,Carretera N-340 1193,977257900,"Vendrell, El",Tarragona,Cataluña,43700,120,C11,Hospitales Generales,20,Privados,N,0,Independent,N,marenas@xarxatecla.cat
943000770,Residencia Vila-Seca,Calle Requet de Felix 35,977395825,Vila-seca,Tarragona,Cataluña,43480,35,C13,Hospitales de media y larga estancia,20,Privados,N,0,Independent,N,mutuam@mutuam.com
244000001,Hospital de Alcañiz,Calle Doctor Repolles 2,978830100,Alcañiz,Teruel,Aragón,44600,145,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,cdg.halcanniz@salud.aragon.es
244000003,Hospital de San José,Avenida Zaragoza 16,978654070,Teruel,Teruel,Aragón,44001,50,C13,Hospitales de media y larga estancia,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
244000004,Centro de Rehabilitación Psicosocial San Juan de Dios,Avenida Zaragoza 10-14,978654040,Teruel,Teruel,Aragón,44001,150,C14,Hospitales de salud mental y tratamiento de toxicomanías,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,hpsiquiteruel@aragon.es
244000002,Hospital Obispo Polanco,Avenida Ruiz Jarabo S/N,978654000,Teruel,Teruel,Aragón,44002,211,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
845000006,Hospital Parque Marazuela,Avenida De Extremadura 5,925815281,Talavera de la Reina,Toledo,Castilla-La Mancha,45600,15,C11,Hospitales Generales,20,Privados,N,0,Independent,N,puceda@clinicamarazuela.com
845000810,Hospital General Nuestra Señora del Prado,Carretera Madrid KM 114,925803600,Talavera de la Reina,Toledo,Castilla-La Mancha,45600,312,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,Not Available
845000713,Hospital San José Solimat,Calle San Pedro El Verde 35,925215267,Toledo,Toledo,Castilla-La Mancha,45004,10,C11,Hospitales Generales,21,Mútuas Colaboradoras con La Seguridad Social,N,0,Independent,N,Not Available
845000584,Hospital Quironsalud Toledo,Calle Urbanización Tres Culturas S/N,925266100,Toledo,Toledo,Castilla-La Mancha,45005,78,C11,Hospitales Generales,20,Privados,N,0,Independent,N,josecarlos.mellado@quironsalud.es
845000027,Centro de Tratamiento de Drogodependientes El Alba,"Carretera Puebla de Montalbán KM. 3,6",925216154,Toledo,Toledo,Castilla-La Mancha,45071,30,C14,Hospitales de salud mental y tratamiento de toxicomanías,4,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,N,0,Independent,N,Not Available
845000812,Hospital Nacional de Parapléjicos,Calle Finca de La Peraleda S/N,925247700,Toledo,Toledo,Castilla-La Mancha,45071,210,C12,Hospitales especializados,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,gerencia.hnp@sescam.jccm.es
845000704,Hospital Geriátrico Virgen del Valle,Carretera Cobisa S/N,925269300,Toledo,Toledo,Castilla-La Mancha,45004,155,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,450155,Complejo Hospitalario de Toledo,N,Not Available
845000003,Hospital Provincial Ntra. Sra. De La Misericordia,Calle San Servando S/N,925259350,Toledo,Toledo,Castilla-La Mancha,45006,40,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,450155,Complejo Hospitalario de Toledo,N,enavasa@sescam.jccm.es
845002598,Hospital Universitario de Toledo (Hut),Avenida Rio Guadiana S/N,925269200,Toledo,Toledo,Castilla-La Mancha,45007,861,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,450155,Complejo Hospitalario de Toledo,N,Not Available
1046000423,Hospital Universitario de La Ribera,Carretera Corbera 1,962458100;962458234,Alzira,Valencia,Comunidad Valenciana,46600,364,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,benavent_mpi@gva.es
1046000629,Hospital Psiquiatrico Provincial,Carretera Burjassot - Torres Torres KM 9,961699080;963882649,Bétera,Valencia,Comunidad Valenciana,46117,30,C14,Hospitales de salud mental y tratamiento de toxicomanías,5,Diputación o Cabildo,N,0,Independent,N,gabinetebs@dival.es
1046008287,Imed Valencia,Calle Ferrocarril 57,963003003;966878783,Burjassot,Valencia,Comunidad Valenciana,46100,207,C11,Hospitales Generales,20,Privados,N,0,Independent,N,valencia@imedhospitales.com
1046000388,Hospital Nisa Aguas Vivas,"Urbanizacion Vall D'Aigües Vives, de La S/N",962588800;962588933,Carcaixent,Valencia,Comunidad Valenciana,46740,96,C11,Hospitales Generales,20,Privados,N,0,Independent,N,yherrero@vithas.es
1046000390,Hospital Imed Gandia,Calle Daimús 26,962874740,Gandia,Valencia,Comunidad Valenciana,46701,23,C11,Hospitales Generales,20,Privados,N,0,Independent,N,psanchez@cmgandia.com
1046000268,Hospital Francesc de Borja de Gandia,Avenida Medicina (De La) 6,962849500,Gandia,Valencia,Comunidad Valenciana,46702,285,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,gerencia_gandia@gva.es
1046000278,Ita Godella,Avenida Joan Peset 31,639634017;963638036,Godella,Valencia,Comunidad Valenciana,46110,76,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,0,Independent,N,info@clinicasanonofre.com
1046006312,Hospital de Lliria,Paraje Cabeço de L'Aguila Cv-35 S/N,962718800,Llíria,Valencia,Comunidad Valenciana,46160,92,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,direccion_hlliria@gva.es
1046000667,Hospital de Manises,Avenida Generalitat Valenciana 50,961845000;961845065,Manises,Valencia,Comunidad Valenciana,46940,354,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,direcciongerencia@hospitaldemanises.es
1046000270,Hospital de Cronicos de Mislata (Antiguo Hospital Militar de Valencia),Calle Dolores Ibarruri 1,963874693,Mislata,Valencia,Comunidad Valenciana,46920,38,C13,Hospitales de media y larga estancia,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,direcciongerencia@hospitalmanises.es
1046000577,Hospital General de Ontinyent,Avenida De Francisco Cerdà 3,962989200,Ontinyent,Valencia,Comunidad Valenciana,46870,56,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,udca_hont@gva.es
1046000290,Hospital General de Requena,Calle Casablanca S/N,962339180;962339181,Requena,Valencia,Comunidad Valenciana,46340,113,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,quiles_lea@gva.es
1046000383,Hospital de Sagunto,Calle Ramon y Cajal 46,962339300;962339308,Sagunto/Sagunt,Valencia,Comunidad Valenciana,46520,252,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,0,Independent,N,dpsagunto_gerencia@gva.es
